game_title,author,number_of_ratings,wowie_rank,wowie_score,wowie_raw_score,fun_rank,fun_score,fun_raw_score,creativity_rank,creativity_score,creativity_raw_score,simplicity_rank,simplicity_score,simplicity_raw_score,sound_rank,sound_score,sound_raw_score,visuals_rank,visuals_score,visuals_raw_score,on_topic_rank,on_topic_score,on_topic_raw_score
TheOtherOne,TintingGames, 2,#1001,0.612,1.500,#998,0.612,1.500,#1003,0.612,1.500,#1007,0.612,1.500,#980,0.612,1.500,#1000,0.612,1.500,#998,0.612,1.500
Simple TopDown Shooter,MilkandOrangeJuice11, 4,#1002,0.577,1.000,#1000,0.577,1.000,#1004,0.577,1.000,#1008,0.577,1.000,#981,0.577,1.000,#1002,0.577,1.000,#999,0.577,1.000
hAy I will help you!,blockingsalmon, 4,#1002,0.577,1.000,#1000,0.577,1.000,#1004,0.577,1.000,#977,1.155,2.000,#981,0.577,1.000,#1002,0.577,1.000,#999,0.577,1.000
The corrupted game : Flappy Robot,Arthcoding, 4,#1002,0.577,1.000,#1000,0.577,1.000,#1004,0.577,1.000,#1008,0.577,1.000,#981,0.577,1.000,#1002,0.577,1.000,#999,0.577,1.000
Ai Office,MoonStriker Games, 4,#1002,0.577,1.000,#1000,0.577,1.000,#1004,0.577,1.000,#997,0.866,1.500,#981,0.577,1.000,#1002,0.577,1.000,#999,0.577,1.000
Sensory Evolution,Vinícius Hoyer, 4,#1002,0.577,1.000,#1000,0.577,1.000,#1004,0.577,1.000,#1008,0.577,1.000,#981,0.577,1.000,#1002,0.577,1.000,#999,0.577,1.000
The Scary AI Story,GameDev23456, 4,#1002,0.577,1.000,#1000,0.577,1.000,#1004,0.577,1.000,#1008,0.577,1.000,#981,0.577,1.000,#986,0.722,1.250,#999,0.577,1.000
Artificial stupidity,JTechGaming, 3,#1008,0.500,1.000,#1008,0.500,1.000,#991,0.667,1.333,#1001,0.833,1.667,#967,0.667,1.333,#1008,0.500,1.000,#959,1.000,2.000
TGiWaVRHsiCTT,Sebvit, 3,#1008,0.500,1.000,#1008,0.500,1.000,#1011,0.500,1.000,#1013,0.500,1.000,#994,0.500,1.000,#1008,0.500,1.000,#1008,0.500,1.000
Strategy square,The_Herowither, 3,#1008,0.500,1.000,#1008,0.500,1.000,#991,0.667,1.333,#1013,0.500,1.000,#994,0.500,1.000,#1008,0.500,1.000,#959,1.000,2.000
AIDefence,nikolakosa, 3,#1008,0.500,1.000,#1008,0.500,1.000,#991,0.667,1.333,#986,1.000,2.000,#994,0.500,1.000,#989,0.667,1.333,#1008,0.500,1.000
Collaborate With an Actual Idiot,MrV1ctor, 3,#1008,0.500,1.000,#1008,0.500,1.000,#1011,0.500,1.000,#1013,0.500,1.000,#994,0.500,1.000,#1008,0.500,1.000,#1008,0.500,1.000
F.R.A.N.K,Ninja Monkey, 3,#1008,0.500,1.000,#1008,0.500,1.000,#1011,0.500,1.000,#1013,0.500,1.000,#994,0.500,1.000,#1008,0.500,1.000,#1008,0.500,1.000
Corrupted-For Wowie Game Jam 4.0,Calcedemo, 3,#1008,0.500,1.000,#1008,0.500,1.000,#1011,0.500,1.000,#1013,0.500,1.000,#994,0.500,1.000,#1008,0.500,1.000,#1008,0.500,1.000
AI shootout,Buni42, 3,#1008,0.500,1.000,#985,0.667,1.333,#991,0.667,1.333,#1004,0.667,1.333,#967,0.667,1.333,#989,0.667,1.333,#1008,0.500,1.000
tonic trail,tmisety, 3,#1008,0.500,1.000,#1008,0.500,1.000,#1011,0.500,1.000,#1013,0.500,1.000,#994,0.500,1.000,#1008,0.500,1.000,#1008,0.500,1.000
wb's game,wabsonobao, 3,#1008,0.500,1.000,#1008,0.500,1.000,#1011,0.500,1.000,#1013,0.500,1.000,#994,0.500,1.000,#1008,0.500,1.000,#1008,0.500,1.000
Virtual Getaway,MGC-on-itch, 2,#1018,0.408,1.000,#1019,0.408,1.000,#1019,0.408,1.000,#963,1.225,3.000,#1018,0.408,1.000,#1019,0.408,1.000,#1019,0.408,1.000
Pl4tf0rm H4ck3r,3rr0r W0rld, 2,#1018,0.408,1.000,#998,0.612,1.500,#987,0.816,2.000,#982,1.021,2.500,#1018,0.408,1.000,#1000,0.612,1.500,#986,0.816,2.000
